ID,NAME,SURNAME,SENIORITY,TRANSPORT,TIME_MINUTES
99753,Natasza,Kościelak,1,Rower,42
99754,Tomasz,Neugebauer,4,Skuter,70
99755,Błażej,Wrochna,2,Hulajnoga,65
99756,Karol,Wojnicz,1,Rower,67
99757,Kamil,Cygal,2,Pieszo,2
99758,Mieszko,Gęca,4,Hulajnoga,65
99759,Ryszard,Otremba,1,Samochód,61
99760,Daniel,Piesik,1,Pieszo,80
99761,Olga,Melaniuk,2,Rower,80
99762,Natan,Wężyk,4,Hulajnoga,75
99763,Albert,Królczyk,3,Samochód,12
99764,Nicole,Merchel,2,Rower,49
99765,Mieszko,Kuchciak,2,Rower,71
99766,Marcin,Knapek,2,Skuter,22
99767,Miłosz,Kryszczuk,1,Samochód,74
99768,Adrian,Bitner,2,Pieszo,19
99769,Bianka,Stawczyk,3,Rower,42
99770,Hubert,Pietrak,4,Rower,31
99771,Aurelia,Kupidura,1,Samochód,29
99772,Tola,Ciepła,2,Samochód,10
99773,Cyprian,Szwiec,3,Rower,85
99774,Blanka,Kremer,3,Hulajnoga,82
99775,Ryszard,Kośka,1,Hulajnoga,12
99776,Przemysław,Majak,3,Rower,63
99777,Borys,Huczko,1,Rower,36
99778,Sara,Gałęza,3,Samochód,41
99779,Ryszard,Kołaczyk,4,Samochód,47
99780,Bartek,Mejer,1,Samochód,28
99781,Adrian,Cetera,1,Hulajnoga,52
99782,Oliwier,Podsiedlik,3,Samochód,34
99783,Radosław,Wichłacz,1,Skuter,23
99784,Olga,Sadura,1,Skuter,71
99785,Bartek,Sudnik,1,Hulajnoga,66
99786,Rozalia,Hejduk,4,Hulajnoga,35
99787,Paweł,Makosz,3,Skuter,15
99788,Stefan,Nalewajek,1,Hulajnoga,81
99789,Malwina,Barteczko,2,Skuter,86
99790,Gustaw,Jarmuż,2,Samochód,78
99791,Ewelina,Kiciak,3,Rower,8
99792,Bruno,Posłuszny,2,Pieszo,46
99793,Albert,Szymajda,3,Skuter,58
99794,Oskar,Wac,1,Pieszo,75
99795,Angelika,Majak,4,Rower,36
99796,Malwina,Bosek,1,Skuter,34
99797,Konrad,Krywult,1,Pieszo,32
99798,Marek,Grzejszczak,3,Skuter,42
99799,Grzegorz,Elsner,1,Skuter,63
99800,Natasza,Nieszporek,3,Rower,89
99801,Anna Maria,Rozynek,3,Skuter,88
99802,Filip,Kuster,4,Rower,17
99803,Karina,Radko,1,Samochód,16
99804,Krystyna,Garncarek,2,Hulajnoga,12
99805,Anita,Ciesiółka,1,Rower,33
99806,Mariusz,Kuryłowicz,2,Samochód,45
99807,Albert,Turczyk,1,Skuter,30
99808,Józef,Franków,4,Pieszo,42
99809,Ignacy,Bałazy,1,Hulajnoga,58
99810,Igor,Patalas,2,Rower,64
99811,Bruno,Gustaw,4,Pieszo,34
99812,Dominik,Piotrak,1,Rower,66
99813,Oliwier,Cogiel,2,Rower,74
99814,Wojciech,Kryszczuk,1,Rower,54
99815,Krzysztof,Buszka,2,Pieszo,2
99816,Tola,Droździel,2,Pieszo,82
99817,Damian,Kolarczyk,4,Skuter,51
99818,Tadeusz,Ciochoń,3,Rower,36
99819,Adrianna,Fras,2,Hulajnoga,12
99820,Malwina,Sławik,4,Pieszo,79
99821,Jeremi,Myszk,3,Skuter,20
99822,Piotr,Burzawa,4,Skuter,1
99823,Alex,Wawrzynek,4,Rower,74
99824,Nicole,Fiołka,4,Hulajnoga,70
99825,Mieszko,Chomiak,4,Rower,84
99826,Krystian,Rup,3,Pieszo,57
99827,Blanka,Kiełek,4,Rower,79
99828,Oskar,Herok,4,Hulajnoga,83
99829,Tola,Wasiewicz,4,Rower,87
99830,Olga,Jarmużek,2,Rower,79
99831,Leon,Kałek,4,Skuter,8
99832,Ewelina,Fugiel,1,Hulajnoga,4
99833,Kacper,Jarmuż,3,Rower,54
99834,Piotr,Bryndza,3,Hulajnoga,24
99835,Adam,Michnik,2,Rower,68
99836,Tymon,Drela,2,Pieszo,44
99837,Cyprian,Greszta,3,Samochód,43
99838,Blanka,Tuzimek,1,Samochód,69
99839,Aleks,Kubów,3,Samochód,7
99840,Błażej,Zubel,3,Skuter,57
99841,Marcel,Szyndler,1,Hulajnoga,26
99842,Gaja,Bandyk,2,Samochód,71
99843,Krzysztof,Gąsienica,2,Samochód,64
99844,Kamila,Bartłomiejczyk,3,Pieszo,38
99845,Borys,Fedorczyk,3,Rower,69
99846,Blanka,Pierz,4,Samochód,5
99847,Jakub,Narożny,2,Hulajnoga,36
99848,Róża,Gaś,2,Samochód,22
99849,Aniela,Kordus,2,Rower,68
99850,Kaja,Niemczuk,3,Hulajnoga,41
99851,Damian,Stupak,4,Hulajnoga,43
99852,Kaja,Miąsko,3,Pieszo,50
99853,Adrian,Grzywnowicz,2,Pieszo,78
99854,Sara,Ogonek,2,Rower,65
99855,Eryk,Dering,3,Pieszo,0
99856,Lidia,Chyb,1,Rower,10
99857,Anastazja,Kasica,3,Pieszo,70
99858,Ada,Kiepas,1,Pieszo,5
99859,Damian,Grund,3,Rower,42
99860,Kazimierz,Wielgo,2,Pieszo,2
99861,Sandra,Masiak,1,Rower,20
99862,Stanisław,Ścieszka,1,Samochód,11
99863,Julian,Kapcia,2,Hulajnoga,60
99864,Kornel,Łepek,2,Rower,47
99865,Antoni,Gebauer,1,Skuter,83
99866,Arkadiusz,Kukier,3,Rower,15
99867,Jan,Krzywonos,4,Skuter,4
99868,Stanisław,Madera,4,Rower,54
99869,Liwia,Dydo,4,Samochód,53
99870,Olaf,Fyda,3,Pieszo,63
99871,Karina,Kaczmarkiewicz,4,Rower,32
99872,Klara,Krenc,4,Pieszo,38
99873,Bianka,Rzucidło,4,Skuter,75
99874,Miłosz,Mazan,2,Hulajnoga,18
99875,Agnieszka,Nikel,1,Samochód,89
99876,Oliwier,Betka,3,Rower,65
99877,Janina,Buchholz,1,Pieszo,20
99878,Maksymilian,Kansy,2,Hulajnoga,83
99879,Anastazja,Kopik,4,Rower,9
99880,Sandra,Roszkiewicz,4,Rower,54
99881,Monika,Jonczyk,3,Samochód,33
99882,Nikodem,Kopciuch,1,Skuter,69
99883,Robert,Nurkiewicz,4,Skuter,50
99884,Tobiasz,Berendt,4,Hulajnoga,46
99885,Alex,Słoboda,3,Rower,53
99886,Albert,Sierpień,2,Samochód,8
99887,Gaja,Bek,3,Pieszo,78
99888,Jędrzej,Śliz,2,Samochód,67
99889,Juliusz,Herda,4,Skuter,23
99890,Grzegorz,Rosołek,3,Samochód,60
99891,Igor,Anders,2,Pieszo,85
99892,Mikołaj,Hynek,2,Samochód,28
99893,Maciej,Basista,2,Pieszo,41
99894,Krystyna,Tomalak,1,Hulajnoga,17
99895,Anastazja,Radzewicz,2,Skuter,60
99896,Maurycy,Ziegert,2,Pieszo,73
99897,Borys,Działak,4,Pieszo,49
99898,Kalina,Mielcarz,4,Pieszo,1
99899,Melania,Szczubełek,4,Rower,82
99900,Dariusz,Rudolf,2,Rower,41
99901,Roksana,Kral,2,Pieszo,6
99902,Kornelia,Famuła,1,Pieszo,41
99903,Leonard,Rogal,4,Pieszo,50
99904,Robert,Kremer,1,Hulajnoga,86
99905,Alan,Kuchciak,3,Samochód,10
99906,Róża,Zamora,2,Hulajnoga,32
99907,Maciej,Piekara,4,Hulajnoga,64
99908,Tymon,Zbroszczyk,1,Rower,61
99909,Dawid,Mejer,1,Rower,89
99910,Mariusz,Ciochoń,3,Pieszo,66
99911,Ernest,Ciechowicz,2,Pieszo,11
99912,Janina,Miśko,1,Rower,80
99913,Bianka,Łukowicz,4,Skuter,88
99914,Antoni,Ufniarz,4,Rower,30
99915,Roksana,Dzidek,1,Hulajnoga,10
99916,Sandra,Małż,2,Skuter,88
99917,Patryk,Odrzywołek,4,Samochód,21
99918,Igor,Gosz,1,Samochód,81
99919,Eryk,Wojak,3,Samochód,61
99920,Alex,Glenc,2,Samochód,77
99921,Róża,Reichel,3,Hulajnoga,69
99922,Aurelia,Janowiak,1,Rower,56
99923,Cyprian,Heleniak,4,Hulajnoga,74
99924,Sylwia,Oskroba,4,Skuter,39
99925,Fabian,Tolak,4,Skuter,11
99926,Elżbieta,Pacia,1,Hulajnoga,18
99927,Urszula,Margas,1,Samochód,88
99928,Aniela,Zysk,2,Skuter,84
99929,Adrian,Siebert,4,Pieszo,72
99930,Olgierd,Fierek,2,Hulajnoga,10
99931,Iwo,Halama,4,Skuter,5
99932,Aurelia,Krauz,2,Skuter,24
99933,Jacek,Mitek,3,Pieszo,29
99934,Andrzej,Tyka,1,Pieszo,35
99935,Marcelina,Kułach,3,Rower,44
99936,Błażej,Michalkiewicz,1,Pieszo,47
99937,Ewelina,Bartłomiejczyk,1,Samochód,82
99938,Ernest,Ludwisiak,1,Hulajnoga,0
99939,Kaja,Garncarek,2,Pieszo,51
99940,Ewelina,Mojsa,1,Rower,27
99941,Klara,Latko,2,Skuter,58
99942,Kaja,Zachwieja,1,Samochód,58
99943,Kamil,Matula,4,Samochód,68
99944,Marianna,Fraszczyk,3,Hulajnoga,44
99945,Klara,Gramza,4,Samochód,28
99946,Olgierd,Stój,4,Hulajnoga,27
99947,Dorota,Szulczyk,2,Skuter,62
99948,Damian,Prucnal,1,Pieszo,25
99949,Kaja,Szyndler,2,Rower,46
99950,Marcel,Szmaj,3,Rower,77
99951,Bianka,Stawinoga,4,Samochód,26
99952,Tadeusz,Szałaj,4,Pieszo,31
99953,Kazimierz,Gałęza,2,Skuter,38
99954,Nela,Policht,4,Rower,82
99955,Agnieszka,Wielądek,1,Hulajnoga,84
99956,Gaja,Małyszek,3,Pieszo,82
99957,Krystian,Manista,3,Rower,3
99958,Angelika,Majos,2,Skuter,19
99959,Albert,Giża,3,Skuter,11
99960,Miłosz,Żero,1,Rower,81
99961,Jan,Dubis,2,Samochód,74
99962,Tobiasz,Ryfa,1,Hulajnoga,79
99963,Eliza,Czapiga,4,Pieszo,3
99964,Józef,Krzempek,4,Samochód,42
99965,Anita,Molek,3,Samochód,35
99966,Anna Maria,Dankiewicz,2,Skuter,44
99967,Inga,Noras,2,Rower,41
99968,Nataniel,Barej,1,Pieszo,18
99969,Rafał,Miodek,2,Pieszo,56
99970,Ignacy,Fyda,2,Pieszo,72
99971,Roksana,Ślipek,1,Hulajnoga,29
99972,Jerzy,Szarpak,3,Hulajnoga,79
99973,Karina,Kiełek,2,Skuter,77
99974,Piotr,Koćwin,2,Skuter,16
99975,Bianka,Wesoły,3,Samochód,1
99976,Antoni,Bartkowicz,2,Samochód,18
99977,Jerzy,Doliwa,3,Pieszo,1
99978,Tymon,Toczko,1,Hulajnoga,82
99979,Konstanty,Wenda,3,Hulajnoga,85
99980,Hubert,Matejczyk,4,Hulajnoga,42
99981,Iwo,Jędrasiak,1,Samochód,55
99982,Kornelia,Stefanik,2,Rower,67
99983,Inga,Hennig,1,Rower,55
99984,Mariusz,Wajer,2,Samochód,5
99985,Andrzej,Brygoła,4,Hulajnoga,65
99986,Grzegorz,Gierasimiuk,3,Skuter,49
99987,Tola,Forysiak,2,Pieszo,47
99988,Róża,Zębik,3,Samochód,41
99989,Apolonia,Szymków,3,Skuter,23
99990,Fabian,Czenczek,4,Rower,27
99991,Jędrzej,Walo,2,Hulajnoga,15
99992,Nataniel,Dudczak,2,Samochód,32
99993,Lidia,Żok,4,Pieszo,80
99994,Michał,Glazer,3,Pieszo,71
99995,Aleksander,Komuda,3,Samochód,51
99996,Monika,Hajduga,1,Skuter,40
99997,Sebastian,Sobisz,4,Rower,28
99998,Anna Maria,Kapuścik,2,Pieszo,57
99999,Gabriel,Tryc,1,Samochód,61
100000,Agnieszka,Faruga,1,Rower,39
100001,Kacper,Bastek,1,Samochód,17
100002,Anastazja,Feret,3,Pieszo,27
100003,Wiktor,Kucharz,3,Skuter,44
100004,Alan,Szczerbiak,2,Samochód,63
100005,Juliusz,Breguła,1,Pieszo,49
100006,Franciszek,Kościołek,2,Skuter,76
100007,Urszula,Hojda,4,Skuter,9
100008,Jan,Durys,3,Hulajnoga,88
100009,Adam,Duszkiewicz,4,Hulajnoga,45
100010,Mateusz,Rompa,4,Skuter,54
100011,Ewa,Stebel,3,Pieszo,28
100012,Lidia,Pabisiak,4,Pieszo,64
100013,Eliza,Pochroń,1,Skuter,11
100014,Witold,Bruś,1,Skuter,44
100015,Nikodem,Pietraszkiewicz,3,Hulajnoga,2
100016,Adrianna,Jasina,2,Skuter,26
100017,Albert,Mol,1,Skuter,65
100018,Sonia,Proch,2,Skuter,38
100019,Juliusz,Zapora,4,Rower,77
100020,Anna Maria,Stój,3,Pieszo,40
100021,Piotr,Saj,4,Pieszo,75
100022,Aurelia,Jerzyk,2,Skuter,13
100023,Kaja,Pindral,2,Pieszo,67
100024,Dariusz,Kapciak,4,Rower,54
100025,Franciszek,Pietrek,2,Pieszo,25
100026,Witold,Mesjasz,3,Skuter,38
100027,Iwo,Wykręt,3,Skuter,12
100028,Marianna,Kyc,2,Skuter,27
100029,Olaf,Niemczuk,4,Pieszo,10
100030,Olaf,Uzar,1,Samochód,82
100031,Krystian,Flisek,3,Pieszo,67
100032,Alex,Sztuba,2,Rower,57
100033,Apolonia,Dytrych,2,Samochód,79
100034,Sebastian,Mirończuk,2,Samochód,37
100035,Kazimierz,Kudełka,3,Rower,90
100036,Alan,Piesik,2,Skuter,69
100037,Ksawery,Zbroszczyk,3,Pieszo,20
100038,Alex,Zinkiewicz,2,Skuter,4
100039,Ewa,Korzonek,3,Hulajnoga,74
100040,Maciej,Moniuszko,3,Skuter,72
100041,Eryk,Rogacz,4,Skuter,52
100042,Alex,Rećko,3,Pieszo,9
100043,Adrian,Tylman,2,Samochód,88
100044,Józef,Komsta,3,Skuter,36
100045,Igor,Siewiera,2,Samochód,60
100046,Konrad,Mironiuk,3,Samochód,83
100047,Witold,Cieciura,4,Pieszo,35
100048,Piotr,Bancerz,1,Samochód,43
100049,Tymoteusz,Kryza,2,Hulajnoga,39
100050,Nicole,Gierach,2,Pieszo,5
100051,Bartek,Bąkiewicz,2,Samochód,26
100052,Liwia,Miśkowiec,1,Skuter,14
100053,Róża,Małyszek,2,Samochód,10
100054,Mikołaj,Myszk,2,Skuter,85
100055,Dorota,Kwapisiewicz,3,Pieszo,28
100056,Marek,Kozon,2,Hulajnoga,11
100057,Maciej,Dulik,2,Skuter,9
100058,Adrianna,Karkut,1,Samochód,25
100059,Blanka,Bilik,3,Rower,80
100060,Natan,Sobisz,1,Rower,31
100061,Marcin,Kielich,4,Hulajnoga,57
100062,Blanka,Fryś,4,Hulajnoga,5
100063,Damian,Pitala,3,Skuter,16
100064,Kamila,Szafarz,2,Skuter,2
100065,Błażej,Bryja,2,Hulajnoga,70
100066,Julita,Janowiak,4,Rower,45
100067,Maciej,Pacocha,1,Pieszo,41
100068,Piotr,Bródka,4,Skuter,48
100069,Maciej,Wiesiołek,4,Hulajnoga,64
100070,Anna Maria,Noras,1,Hulajnoga,0
100071,Maciej,Reich,1,Samochód,16
100072,Ewelina,Piórek,4,Hulajnoga,13
100073,Krystyna,Gorol,1,Skuter,73
100074,Melania,Prostak,1,Pieszo,76
100075,Marcelina,Sakwa,2,Pieszo,84
100076,Ida,Morys,4,Pieszo,1
100077,Marcin,Solarczyk,2,Hulajnoga,62
100078,Marek,Nitek,2,Pieszo,23
100079,Konstanty,Łodej,1,Skuter,85
100080,Jerzy,Malon,2,Pieszo,27
100081,Stanisław,Heinrich,4,Pieszo,51
100082,Mikołaj,Nicewicz,4,Skuter,72
100083,Sebastian,Księżyk,1,Rower,58
100084,Blanka,Szulczyk,3,Rower,53
100085,Fabian,Druszcz,1,Rower,7
100086,Tobiasz,Pilarek,4,Skuter,85
100087,Konstanty,Darul,4,Pieszo,78
100088,Emil,Siemieńczuk,3,Skuter,44
100089,Igor,Deneka,3,Samochód,80
100090,Radosław,Stępak,4,Hulajnoga,28
100091,Adam,Michalczak,2,Hulajnoga,30
100092,Dariusz,Zera,1,Rower,78
100093,Róża,Block,1,Rower,67
100094,Antoni,Oślizło,1,Hulajnoga,70
100095,Ida,Ogonek,3,Hulajnoga,46
100096,Janina,Droś,3,Hulajnoga,31
100097,Konrad,Wowra,4,Hulajnoga,10
100098,Tola,Mudlaff,4,Rower,13
100099,Angelika,Toma,3,Hulajnoga,76
100100,Kaja,Karpik,1,Samochód,35
100101,Robert,Kozon,2,Hulajnoga,68
100102,Mariusz,Stiller,4,Samochód,82
100103,Anita,Ochwat,1,Skuter,4
100104,Sandra,Mikoda,1,Hulajnoga,68
100105,Janina,Bors,1,Hulajnoga,32
100106,Dagmara,Cyba,4,Pieszo,79
100107,Norbert,Borkowicz,1,Hulajnoga,5
100108,Marika,Capiga,2,Hulajnoga,25
100109,Damian,Zaniewicz,2,Pieszo,90
100110,Alan,Florian,4,Hulajnoga,45
100111,Józef,Patora,1,Pieszo,48
100112,Lidia,Maćczak,2,Rower,5
100113,Fryderyk,Bryja,1,Skuter,0
100114,Gabriel,Miąsik,2,Rower,56
100115,Blanka,Wojciech,1,Pieszo,16
100116,Janina,Polasik,4,Samochód,40
100117,Dagmara,Galica,1,Pieszo,59
100118,Damian,Żynda,4,Pieszo,69
100119,Blanka,Lenc,4,Rower,84
100120,Kacper,Trzos,2,Samochód,35
100121,Anna Maria,Olesiejuk,4,Skuter,67
100122,Rafał,Galek,3,Pieszo,3
100123,Maciej,Jas,1,Rower,2
100124,Julianna,Wujec,4,Hulajnoga,31
100125,Cyprian,Pyza,1,Rower,19
100126,Szymon,Korniak,3,Skuter,1
100127,Maciej,Zarzeczna,1,Pieszo,68
100128,Agnieszka,Murat,3,Pieszo,8
100129,Monika,Rzucidło,1,Hulajnoga,28
100130,Adrian,Jodko,1,Hulajnoga,1
100131,Artur,Olkowicz,1,Rower,36
100132,Krzysztof,Kozon,3,Samochód,10
100133,Aleksander,Damps,1,Samochód,65
100134,Oskar,Łuczka,2,Pieszo,73
100135,Tadeusz,Kwoka,3,Hulajnoga,1
100136,Rafał,Ryczko,2,Pieszo,16
100137,Urszula,Maksym,2,Samochód,28
100138,Oliwier,Bulczak,3,Pieszo,77
100139,Sandra,Zbroszczyk,2,Skuter,14
100140,Damian,Hojka,3,Hulajnoga,41
100141,Stefan,Helman,3,Hulajnoga,13
100142,Maks,Kalista,1,Samochód,41
100143,Dariusz,Mikosz,3,Hulajnoga,82
100144,Kornelia,Fuławka,4,Skuter,10
100145,Kaja,Deluga,1,Hulajnoga,40
100146,Patryk,Karpiel,1,Samochód,57
100147,Maciej,Juśkiewicz,4,Hulajnoga,87
100148,Gabriel,Pachuta,3,Hulajnoga,38
100149,Jacek,Brach,3,Skuter,52
100150,Leonard,Galica,2,Skuter,31
100151,Ida,Nawrotek,2,Pieszo,30
100152,Nikodem,Bubak,4,Samochód,11
100153,Dagmara,Kocaj,1,Rower,29
100154,Stefan,Więckiewicz,4,Rower,71
100155,Jan,Kinal,2,Skuter,22
100156,Sandra,Kobos,3,Rower,47
100157,Aleksander,Żymełka,4,Samochód,29
100158,Kornelia,Buchholz,4,Pieszo,20
100159,Apolonia,Kasiak,4,Skuter,35
100160,Maciej,Kansy,4,Skuter,17
100161,Ernest,Staręga,4,Hulajnoga,50
100162,Przemysław,Kolbusz,1,Rower,50
100163,Olgierd,Deryło,4,Pieszo,81
100164,Damian,Romejko,4,Hulajnoga,32
100165,Olga,Pastuła,1,Samochód,3
100166,Daniel,Kozdrój,4,Samochód,74
100167,Tola,Siemion,3,Rower,54
100168,Oskar,Piekart,3,Pieszo,76
100169,Olgierd,Kręcisz,4,Rower,83
100170,Sylwia,Sommer,1,Rower,42
100171,Piotr,Turlej,3,Pieszo,3
100172,Tymon,Karmelita,4,Rower,33
100173,Sebastian,Jędraszczyk,1,Skuter,90
100174,Krystyna,Opyrchał,3,Skuter,85
100175,Kacper,Bugla,2,Rower,70
100176,Roksana,Pyzel,1,Skuter,16
100177,Roksana,Rudyk,1,Samochód,70
100178,Dominik,Wilma,3,Pieszo,13
100179,Julian,Grzelec,1,Skuter,44
100180,Radosław,Osada,1,Hulajnoga,11
100181,Dawid,Niebudek,1,Rower,58
100182,Nataniel,Pajek,1,Samochód,80
100183,Oliwier,Kucharz,1,Samochód,55
100184,Tola,Warczak,4,Samochód,3
100185,Bartek,Kwak,2,Skuter,72
100186,Krzysztof,Bogusiewicz,4,Skuter,7
100187,Bruno,Macioł,1,Hulajnoga,78
100188,Maksymilian,Grzejszczak,1,Hulajnoga,85
100189,Gabriel,Wyrostek,4,Pieszo,42
100190,Miłosz,Antończak,1,Samochód,16
100191,Jacek,Teper,4,Rower,41
100192,Marek,Suchenek,4,Hulajnoga,48
100193,Emil,Chomiuk,2,Skuter,79
100194,Cyprian,Strójwąs,4,Samochód,6
100195,Juliusz,Gołas,3,Hulajnoga,1
100196,Kamila,Giers,1,Samochód,13
100197,Damian,Kościesza,4,Skuter,8
100198,Gaja,Knapek,3,Skuter,10
100199,Tymoteusz,Capała,3,Samochód,44
100200,Gustaw,Łokietek,1,Samochód,17
100201,Sebastian,Madera,2,Rower,77
100202,Marcelina,Stąpor,3,Hulajnoga,87
100203,Justyna,Urynowicz,2,Hulajnoga,9
100204,Dorota,Nieroda,3,Skuter,75
100205,Natasza,Walencik,4,Rower,60
100206,Krystyna,Filak,3,Rower,65
100207,Tomasz,Omiotek,3,Rower,21
100208,Fabian,Hejna,3,Pieszo,57
100209,Julian,Bejnarowicz,4,Hulajnoga,71
100210,Liwia,Maszczyk,2,Skuter,19
100211,Fryderyk,Faltyn,2,Pieszo,12
100212,Maciej,Malewicz,3,Samochód,44
100213,Sandra,Babiuch,1,Skuter,19
100214,Artur,Jeske,3,Pieszo,44
100215,Bruno,Panuś,2,Rower,1
100216,Dagmara,Burchard,3,Skuter,31
100217,Gabriel,Bejm,2,Skuter,31
100218,Marcel,Działo,1,Samochód,47
100219,Adrian,Krenc,1,Hulajnoga,45
100220,Jan,Korda,4,Hulajnoga,82
100221,Wojciech,Piotrkowicz,2,Skuter,21
100222,Sonia,Kazberuk,3,Pieszo,14
100223,Angelika,Szkoła,4,Rower,46
100224,Mieszko,Kroczak,2,Hulajnoga,19
100225,Sebastian,Sarniak,4,Hulajnoga,13
100226,Mariusz,Szymajda,4,Samochód,37
100227,Borys,Dyś,4,Samochód,24
100228,Krystyna,Wiertel,4,Samochód,81
100229,Roksana,Dobosiewicz,2,Skuter,12
100230,Szymon,Gumienna,2,Hulajnoga,53
100231,Kamila,Borkiewicz,4,Hulajnoga,6
100232,Krystian,Olszowa,1,Pieszo,20
100233,Sandra,Ryndak,3,Rower,59
100234,Jerzy,Chabior,1,Hulajnoga,6
100235,Norbert,Pociask,1,Samochód,49
100236,Fryderyk,Serzysko,2,Pieszo,7
100237,Witold,Kowalak,2,Samochód,39
100238,Melania,Dziarmaga,3,Samochód,47
100239,Igor,Lemiesz,4,Rower,70
100240,Mieszko,Malka,2,Skuter,29
100241,Hubert,Hinca,3,Rower,32
100242,Witold,Orawiec,2,Skuter,43
100243,Julian,Matla,2,Pieszo,47
100244,Natasza,Januchta,3,Rower,85
100245,Arkadiusz,Winek,4,Samochód,61
100246,Julita,Broś,3,Rower,50
100247,Kazimierz,Samol,3,Rower,40
100248,Olaf,Pizoń,4,Skuter,31
100249,Szymon,Bazela,4,Pieszo,38
100250,Klara,Gapys,4,Samochód,49
100251,Adrianna,Józwik,4,Skuter,80
100252,Franciszek,Procek,1,Skuter,56
100253,Roksana,Bujko,3,Samochód,46
100254,Gaja,Teterycz,4,Hulajnoga,73
100255,Alan,Łyp,3,Hulajnoga,30
100256,Dorota,Włodarz,3,Samochód,74
100257,Daniel,Dziopa,3,Rower,14
100258,Kamil,Zdziech,1,Skuter,1
100259,Stefan,Karkocha,1,Samochód,55
100260,Ignacy,Łudzik,1,Pieszo,70
100261,Antoni,Gaudyn,2,Rower,23
100262,Nataniel,Kamela,1,Samochód,3
100263,Adrian,Kawula,4,Skuter,3
100264,Malwina,Przekwas,1,Rower,70
100265,Alan,Masny,4,Hulajnoga,7
100266,Emil,Kuczak,1,Skuter,67
100267,Igor,Folta,1,Samochód,77
100268,Sara,Flaga,1,Skuter,86
100269,Roksana,Sornat,2,Samochód,19
100270,Witold,Engel,1,Pieszo,67
100271,Iwo,Doroszkiewicz,2,Hulajnoga,27
100272,Aleks,Pyzel,1,Hulajnoga,34
100273,Nataniel,Zaborek,1,Skuter,78
100274,Konstanty,Żołnierczyk,4,Skuter,80
100275,Wojciech,Koterba,4,Samochód,12
100276,Marek,Ciuruś,3,Pieszo,8
100277,Aniela,Halama,3,Skuter,21
100278,Jeremi,Czerwionka,2,Rower,90
100279,Oliwier,Gęca,3,Samochód,16
100280,Hubert,Radke,1,Rower,50
100281,Ewa,Wiak,3,Pieszo,1
100282,Konrad,Boba,1,Samochód,24
100283,Kalina,Bryzek,4,Samochód,29
100284,Krzysztof,Organiściak,1,Pieszo,15
100285,Oliwier,Różak,2,Hulajnoga,73
100286,Konstanty,Kubasiewicz,1,Samochód,15
100287,Aleksander,Pazdan,2,Skuter,5
100288,Konstanty,Chochół,3,Rower,70
100289,Nataniel,Sulik,2,Samochód,36
100290,Norbert,Kozdroń,1,Pieszo,85
100291,Ewelina,Kasperczak,3,Pieszo,15
100292,Jakub,Gronkiewicz,4,Hulajnoga,51
100293,Paweł,Koziarz,3,Hulajnoga,63
100294,Dawid,Garczyk,2,Rower,11
100295,Liwia,Zaucha,1,Samochód,67
100296,Konstanty,Cebo,2,Hulajnoga,29
100297,Jędrzej,Siekierka,3,Skuter,32
100298,Lidia,Meissner,4,Pieszo,15
100299,Tomasz,Hennig,3,Hulajnoga,50
100300,Borys,Słomian,3,Pieszo,11
100301,Ewa,Przerwa,3,Pieszo,45
100302,Dominik,Waloszczyk,4,Skuter,38
100303,Agnieszka,Jachna,3,Rower,46
100304,Gabriel,Wacławczyk,2,Pieszo,19
100305,Adrianna,Berus,3,Samochód,66
100306,Patryk,Bystroń,4,Pieszo,87
100307,Cyprian,Moździerz,4,Skuter,4
100308,Tomasz,Sapa,3,Rower,22
100309,Witold,Grzebyk,2,Samochód,52
100310,Cezary,Judek,3,Hulajnoga,61
100311,Hubert,Bulczak,1,Hulajnoga,76
100312,Kornelia,Reimann,3,Skuter,39
100313,Kornelia,Otremba,3,Samochód,9
100314,Miłosz,Front,4,Rower,67
100315,Krystyna,Gałat,2,Pieszo,25
100316,Konrad,Kopiczko,3,Rower,15
100317,Anita,Andrukiewicz,3,Skuter,2
100318,Agnieszka,Sędek,4,Skuter,58
100319,Albert,Korda,4,Hulajnoga,59
100320,Leonard,Rok,4,Rower,6
100321,Adrian,Sutor,2,Hulajnoga,20
100322,Rafał,Chyb,4,Hulajnoga,85
100323,Anastazja,Skubała,1,Pieszo,37
100324,Maciej,Sadownik,1,Samochód,72
100325,Ryszard,Sprawka,4,Hulajnoga,77
100326,Nikodem,Słabosz,4,Skuter,25
100327,Miłosz,Ludwiniak,1,Skuter,51
100328,Marika,Kondej,3,Rower,87
100329,Janina,Tryc,1,Samochód,56
100330,Marek,Mleczek,4,Pieszo,71
100331,Tadeusz,Makles,1,Samochód,75
100332,Róża,Bochnia,4,Samochód,21
100333,Marcelina,Furgał,3,Pieszo,17
100334,Jędrzej,Brejnak,3,Hulajnoga,73
100335,Natasza,Kołton,1,Hulajnoga,27
100336,Jacek,Pazera,2,Pieszo,1
100337,Mieszko,Latko,3,Rower,2
100338,Gustaw,Łaciak,3,Rower,8
100339,Tadeusz,Radko,1,Rower,17
100340,Franciszek,Fogiel,4,Rower,83
100341,Melania,Kiepura,1,Pieszo,52
100342,Aleks,Kozon,1,Rower,70
100343,Aniela,Majorczyk,4,Skuter,12
100344,Ada,Lelito,1,Skuter,51
100345,Olaf,Cebulak,1,Skuter,23
